STATION_NAME                                                ELEVATION      LATITUDE       LONGITUDE      DATE           PRCP           TMAX           TMIN           
HUNTSVILLE INTNL AIRPORT AL US                              190            34.64          -86.79         12 08 2023     0.00           64             39             
HUNTSVILLE INTNL AIRPORT AL US                              190            34.64          -86.79         12 09 2023     0.75           71             57             
HUNTSVILLE INTNL AIRPORT AL US                              190            34.64          -86.79         12 10 2023     0.38           58             32             
HUNTSVILLE INTNL AIRPORT AL US                              190            34.64          -86.79         12 11 2023     0.00           50             27             
HUNTSVILLE INTNL AIRPORT AL US                              190            34.64          -86.79         12 12 2023     0.00           57             28             
HUNTSVILLE INTNL AIRPORT AL US                              190            34.64          -86.79         12 13 2023     0.00           60             31             
HUNTSVILLE INTNL AIRPORT AL US                              190            34.64          -86.79         12 14 2023     0.00           64             35             
HUNTSVILLE INTNL AIRPORT AL US                              190            34.64          -86.79         12 15 2023     0.00           62             37             
HUNTSVILLE INTNL AIRPORT AL US                              190            34.64          -86.79         12 16 2023     0.02           60             43             
HUNTSVILLE INTNL AIRPORT AL US                              190            34.64          -86.79         12 17 2023     0.30           53             42             
HUNTSVILLE INTNL AIRPORT AL US                              190            34.64          -86.79         12 18 2023     0.00           52             32             
HUNTSVILLE INTNL AIRPORT AL US                              190            34.64          -86.79         12 19 2023     0.00           46             24             
HUNTSVILLE INTNL AIRPORT AL US                              190            34.64          -86.79         12 20 2023     0.00           53             27             
HUNTSVILLE INTNL AIRPORT AL US                              190            34.64          -86.79         12 21 2023     0.00           57             29             
HUNTSVILLE INTNL AIRPORT AL US                              190            34.64          -86.79         12 22 2023     0.00           62             37             
HUNTSVILLE INTNL AIRPORT AL US                              190            34.64          -86.79         12 23 2023     0.00           67             42             
HUNTSVILLE INTNL AIRPORT AL US                              190            34.64          -86.79         12 24 2023     0.00           67             49             
HUNTSVILLE INTNL AIRPORT AL US                              190            34.64          -86.79         12 25 2023     1.33           65             50             
HUNTSVILLE INTNL AIRPORT AL US                              190            34.64          -86.79         12 26 2023     0.00           56             37             
HUNTSVILLE INTNL AIRPORT AL US                              190            34.64          -86.79         12 27 2023     0.00           58             32             
HUNTSVILLE INTNL AIRPORT AL US                              190            34.64          -86.79         12 28 2023     0.00           46             32             
HUNTSVILLE INTNL AIRPORT AL US                              190            34.64          -86.79         12 29 2023     0.01           42             36             
HUNTSVILLE INTNL AIRPORT AL US                              190            34.64          -86.79         12 30 2023     0.00           42             31             
HUNTSVILLE INTNL AIRPORT AL US                              190            34.64          -86.79         12 31 2023     0.00           60             29             
TROY AL US                                                  165.2          31.81          -85.97         12 20 2023     0.00           59             30             
TROY AL US                                                  165.2          31.81          -85.97         12 21 2023     0.00           53             30             
THORSBY EXPERIMENTAL STATION AL US                          207.3          32.92          -86.67         12 02 2023     0.00           67             55             
THORSBY EXPERIMENTAL STATION AL US                          207.3          32.92          -86.67         12 03 2023     0.00           67             55             
THORSBY EXPERIMENTAL STATION AL US                          207.3          32.92          -86.67         12 04 2023     0.09           74             43             
THORSBY EXPERIMENTAL STATION AL US                          207.3          32.92          -86.67         12 10 2023     0.77           67             47             
THORSBY EXPERIMENTAL STATION AL US                          207.3          32.92          -86.67         12 11 2023     0.00           52             29             
THORSBY EXPERIMENTAL STATION AL US                          207.3          32.92          -86.67         12 12 2023     0.00           74             29             
THORSBY EXPERIMENTAL STATION AL US                          207.3          32.92          -86.67         12 31 2023     0.00           59             27             
CENTRE AL US                                                184.1          34.15          -85.68         12 01 2023     0.01           62             28             
CENTRE AL US                                                184.1          34.15          -85.68         12 02 2023     0.23           57             45             
CENTRE AL US                                                184.1          34.15          -85.68         12 03 2023     0.80           65             55             
CENTRE AL US                                                184.1          34.15          -85.68         12 04 2023     0.00           67             36             
CENTRE AL US                                                184.1          34.15          -85.68         12 05 2023     0.00           65             31             
CENTRE AL US                                                184.1          34.15          -85.68         12 06 2023     0.00           51             31             
CENTRE AL US                                                184.1          34.15          -85.68         12 07 2023     0.00           59             25             
CENTRE AL US                                                184.1          34.15          -85.68         12 08 2023     0.00           59             25             
CENTRE AL US                                                184.1          34.15          -85.68         12 09 2023     0.57           61             30             
CENTRE AL US                                                184.1          34.15          -85.68         12 10 2023     1.68           65             52             
CENTRE AL US                                                184.1          34.15          -85.68         12 12 2023     0.00           50             24             
CENTRE AL US                                                184.1          34.15          -85.68         12 13 2023     0.00           54             24             
CENTRE AL US                                                184.1          34.15          -85.68         12 14 2023     0.00           59             27             
CENTRE AL US                                                184.1          34.15          -85.68         12 15 2023     0.00           61             32             
CENTRE AL US                                                184.1          34.15          -85.68         12 16 2023     0.00           61             33             
CENTRE AL US                                                184.1          34.15          -85.68         12 17 2023     0.36           58             41             
CENTRE AL US                                                184.1          34.15          -85.68         12 18 2023     0.04           55             37             
CENTRE AL US                                                184.1          34.15          -85.68         12 19 2023     0.00           55             24             
CENTRE AL US                                                184.1          34.15          -85.68         12 20 2023     0.00           44             23             
CENTRE AL US                                                184.1          34.15          -85.68         12 21 2023     0.00           49             24             
CENTRE AL US                                                184.1          34.15          -85.68         12 22 2023     0.00           52             27             
CENTRE AL US                                                184.1          34.15          -85.68         12 23 2023     0.00           60             28             
CENTRE AL US                                                184.1          34.15          -85.68         12 24 2023     0.00           65             37             
CENTRE AL US                                                184.1          34.15          -85.68         12 25 2023     0.65           67             45             
CENTRE AL US                                                184.1          34.15          -85.68         12 26 2023     2.00           62             51             
CENTRE AL US                                                184.1          34.15          -85.68         12 27 2023     0.00           57             34             
CENTRE AL US                                                184.1          34.15          -85.68         12 28 2023     0.00           56             32             
CENTRE AL US                                                184.1          34.15          -85.68         12 29 2023     0.00           49             30             
CENTRE AL US                                                184.1          34.15          -85.68         12 30 2023     0.00           42             33             
CENTRE AL US                                                184.1          34.15          -85.68         12 31 2023     0.00           42             24             
ANNISTON METROPOLITAN AIRPORT AL US                         181.8          33.59          -85.85         12 01 2023     0.12           67             50             
ANNISTON METROPOLITAN AIRPORT AL US                         181.8          33.59          -85.85         12 02 2023     0.01           69             60             
ANNISTON METROPOLITAN AIRPORT AL US                         181.8          33.59          -85.85         12 03 2023     0.09           69             42             
ANNISTON METROPOLITAN AIRPORT AL US                         181.8          33.59          -85.85         12 04 2023     0.00           67             36             
ANNISTON METROPOLITAN AIRPORT AL US                         181.8          33.59          -85.85         12 05 2023     0.00           60             29             
ANNISTON METROPOLITAN AIRPORT AL US                         181.8          33.59          -85.85         12 06 2023     0.00           55             29             
ANNISTON METROPOLITAN AIRPORT AL US                         181.8          33.59          -85.85         12 07 2023     0.00           59             26             
ANNISTON METROPOLITAN AIRPORT AL US                         181.8          33.59          -85.85         12 08 2023     0.00           66             32             
ANNISTON METROPOLITAN AIRPORT AL US                         181.8          33.59          -85.85         12 09 2023     0.27           71             54             
ANNISTON METROPOLITAN AIRPORT AL US                         181.8          33.59          -85.85         12 10 2023     0.48           68             34             
ANNISTON METROPOLITAN AIRPORT AL US                         181.8          33.59          -85.85         12 11 2023     0.00           51             27             
ANNISTON METROPOLITAN AIRPORT AL US                         181.8          33.59          -85.85         12 12 2023     0.00           59             26             
ANNISTON METROPOLITAN AIRPORT AL US                         181.8          33.59          -85.85         12 13 2023     0.00           61             29             
ANNISTON METROPOLITAN AIRPORT AL US                         181.8          33.59          -85.85         12 14 2023     0.00           63             31             
ANNISTON METROPOLITAN AIRPORT AL US                         181.8          33.59          -85.85         12 15 2023     0.00           63             34             
ANNISTON METROPOLITAN AIRPORT AL US                         181.8          33.59          -85.85         12 16 2023     0.06           61             40             
ANNISTON METROPOLITAN AIRPORT AL US                         181.8          33.59          -85.85         12 17 2023     0.08           54             43             
ANNISTON METROPOLITAN AIRPORT AL US                         181.8          33.59          -85.85         12 18 2023     0.00           57             35             
ANNISTON METROPOLITAN AIRPORT AL US                         181.8          33.59          -85.85         12 19 2023     0.00           47             26             
ANNISTON METROPOLITAN AIRPORT AL US                         181.8          33.59          -85.85         12 20 2023     0.00           57             27             
ANNISTON METROPOLITAN AIRPORT AL US                         181.8          33.59          -85.85         12 21 2023     0.00           58             28             
ANNISTON METROPOLITAN AIRPORT AL US                         181.8          33.59          -85.85         12 22 2023     0.00           63             32             
ANNISTON METROPOLITAN AIRPORT AL US                         181.8          33.59          -85.85         12 23 2023     0.00           69             37             
ANNISTON METROPOLITAN AIRPORT AL US                         181.8          33.59          -85.85         12 24 2023     0.09           66             44             
ANNISTON METROPOLITAN AIRPORT AL US                         181.8          33.59          -85.85         12 25 2023     1.43           66             57             
ANNISTON METROPOLITAN AIRPORT AL US                         181.8          33.59          -85.85         12 26 2023     0.00           58             42             
ANNISTON METROPOLITAN AIRPORT AL US                         181.8          33.59          -85.85         12 27 2023     0.00           56             35             
ANNISTON METROPOLITAN AIRPORT AL US                         181.8          33.59          -85.85         12 28 2023     0.00           51             31             
ANNISTON METROPOLITAN AIRPORT AL US                         181.8          33.59          -85.85         12 29 2023     0.00           45             37             
ANNISTON METROPOLITAN AIRPORT AL US                         181.8          33.59          -85.85         12 30 2023     0.00           42             27             
ANNISTON METROPOLITAN AIRPORT AL US                         181.8          33.59          -85.85         12 31 2023     0.00           58             24             
BIRMINGHAM AIRPORT AL US                                    187.7          33.57          -86.74         12 01 2023     0.17           66             52             
BIRMINGHAM AIRPORT AL US                                    187.7          33.57          -86.74         12 02 2023     0.01           69             65             
BIRMINGHAM AIRPORT AL US                                    187.7          33.57          -86.74         12 03 2023     0.05           67             45             
BIRMINGHAM AIRPORT AL US                                    187.7          33.57          -86.74         12 04 2023     0.00           65             40             
BIRMINGHAM AIRPORT AL US                                    187.7          33.57          -86.74         12 05 2023     0.00           61             34             
BIRMINGHAM AIRPORT AL US                                    187.7          33.57          -86.74         12 06 2023     0.00           55             32             
BIRMINGHAM AIRPORT AL US                                    187.7          33.57          -86.74         12 07 2023     0.00           59             30             
BIRMINGHAM AIRPORT AL US                                    187.7          33.57          -86.74         12 08 2023     0.00           66             40             
BIRMINGHAM AIRPORT AL US                                    187.7          33.57          -86.74         12 09 2023     0.65           70             58             
BIRMINGHAM AIRPORT AL US                                    187.7          33.57          -86.74         12 10 2023     1.51           63             36             
BIRMINGHAM AIRPORT AL US                                    187.7          33.57          -86.74         12 11 2023     0.00           52             28             
BIRMINGHAM AIRPORT AL US                                    187.7          33.57          -86.74         12 12 2023     0.00           61             28             
BIRMINGHAM AIRPORT AL US                                    187.7          33.57          -86.74         12 13 2023     0.00           61             35             
BIRMINGHAM AIRPORT AL US                                    187.7          33.57          -86.74         12 14 2023     0.00           64             47             
BIRMINGHAM AIRPORT AL US                                    187.7          33.57          -86.74         12 15 2023     0.00           63             42             
BIRMINGHAM AIRPORT AL US                                    187.7          33.57          -86.74         12 16 2023     0.00           62             48             
BIRMINGHAM AIRPORT AL US                                    187.7          33.57          -86.74         12 17 2023     0.22           55             41             
BIRMINGHAM AIRPORT AL US                                    187.7          33.57          -86.74         12 18 2023     0.00           58             33             
BIRMINGHAM AIRPORT AL US                                    187.7          33.57          -86.74         12 19 2023     0.00           50             27             
BIRMINGHAM AIRPORT AL US                                    187.7          33.57          -86.74         12 20 2023     0.00           54             30             
BIRMINGHAM AIRPORT AL US                                    187.7          33.57          -86.74         12 21 2023     0.00           57             30             
BIRMINGHAM AIRPORT AL US                                    187.7          33.57          -86.74         12 22 2023     0.00           61             37             
BIRMINGHAM AIRPORT AL US                                    187.7          33.57          -86.74         12 23 2023     0.00           68             45             
BIRMINGHAM AIRPORT AL US                                    187.7          33.57          -86.74         12 24 2023     0.07           66             54             
BIRMINGHAM AIRPORT AL US                                    187.7          33.57          -86.74         12 25 2023     2.01           67             51             
BIRMINGHAM AIRPORT AL US                                    187.7          33.57          -86.74         12 26 2023     0.00           55             38             
BIRMINGHAM AIRPORT AL US                                    187.7          33.57          -86.74         12 27 2023     0.00           57             34             
BIRMINGHAM AIRPORT AL US                                    187.7          33.57          -86.74         12 28 2023     0.00           49             33             
BIRMINGHAM AIRPORT AL US                                    187.7          33.57          -86.74         12 29 2023     0.00           46             37             
BIRMINGHAM AIRPORT AL US                                    187.7          33.57          -86.74         12 30 2023     0.01           41             31             
BIRMINGHAM AIRPORT AL US                                    187.7          33.57          -86.74         12 31 2023     0.00           60             28             
DECATUR 4 SE AL US                                          167.6          34.58          -86.93         12 01 2023     0.22           61             33             
DECATUR 4 SE AL US                                          167.6          34.58          -86.93         12 02 2023     0.70           63             33             
DECATUR 4 SE AL US                                          167.6          34.58          -86.93         12 03 2023     1.57           64             52             
DECATUR 4 SE AL US                                          167.6          34.58          -86.93         12 04 2023     0.00           62             43             
DECATUR 4 SE AL US                                          167.6          34.58          -86.93         12 05 2023     0.00           59             37             
DECATUR 4 SE AL US                                          167.6          34.58          -86.93         12 06 2023     0.00           60             39             
DECATUR 4 SE AL US                                          167.6          34.58          -86.93         12 07 2023     0.00           58             35             
DECATUR 4 SE AL US                                          167.6          34.58          -86.93         12 08 2023     0.00           63             35             
DECATUR 4 SE AL US                                          167.6          34.58          -86.93         12 09 2023     0.05           64             36             
DECATUR 4 SE AL US                                          167.6          34.58          -86.93         12 10 2023     0.90           70             36             
DECATUR 4 SE AL US                                          167.6          34.58          -86.93         12 11 2023     0.00           49             30             
DECATUR 4 SE AL US                                          167.6          34.58          -86.93         12 12 2023     0.00           47             30             
DECATUR 4 SE AL US                                          167.6          34.58          -86.93         12 13 2023     0.00           55             32             
DECATUR 4 SE AL US                                          167.6          34.58          -86.93         12 14 2023     0.00           58             32             
DECATUR 4 SE AL US                                          167.6          34.58          -86.93         12 15 2023     0.00           62             32             
DECATUR 4 SE AL US                                          167.6          34.58          -86.93         12 16 2023     0.00           60             37             
DECATUR 4 SE AL US                                          167.6          34.58          -86.93         12 17 2023     0.10           61             37             
DECATUR 4 SE AL US                                          167.6          34.58          -86.93         12 18 2023     0.00           61             35             
DECATUR 4 SE AL US                                          167.6          34.58          -86.93         12 19 2023     0.00           52             27             
DECATUR 4 SE AL US                                          167.6          34.58          -86.93         12 20 2023     0.00           52             28             
DECATUR 4 SE AL US                                          167.6          34.58          -86.93         12 21 2023     0.00           55             29             
DECATUR 4 SE AL US                                          167.6          34.58          -86.93         12 22 2023     0.00           54             32             
DECATUR 4 SE AL US                                          167.6          34.58          -86.93         12 24 2023     0.00           67             59             
DECATUR 4 SE AL US                                          167.6          34.58          -86.93         12 27 2023     0.00           66             35             
DECATUR 4 SE AL US                                          167.6          34.58          -86.93         12 28 2023     0.00           57             33             
DECATUR 4 SE AL US                                          167.6          34.58          -86.93         12 29 2023     0.00           43             34             
DECATUR 4 SE AL US                                          167.6          34.58          -86.93         12 30 2023     0.00           47             35             
DECATUR 4 SE AL US                                          167.6          34.58          -86.93         12 31 2023     0.00           44             32             
TROY MUNICIPAL AIRPORT AL US                                118.6          31.86          -86.01         12 01 2023     0.05           73             55             
TROY MUNICIPAL AIRPORT AL US                                118.6          31.86          -86.01         12 02 2023     0.25           71             64             
TROY MUNICIPAL AIRPORT AL US                                118.6          31.86          -86.01         12 03 2023     0.01           71             54             
TROY MUNICIPAL AIRPORT AL US                                118.6          31.86          -86.01         12 04 2023     0.00           73             42             
TROY MUNICIPAL AIRPORT AL US                                118.6          31.86          -86.01         12 05 2023     0.00           65             36             
TROY MUNICIPAL AIRPORT AL US                                118.6          31.86          -86.01         12 06 2023     0.00           61             34             
TROY MUNICIPAL AIRPORT AL US                                118.6          31.86          -86.01         12 07 2023     0.00           64             30             
TROY MUNICIPAL AIRPORT AL US                                118.6          31.86          -86.01         12 08 2023     0.00           64             36             
TROY MUNICIPAL AIRPORT AL US                                118.6          31.86          -86.01         12 09 2023     0.17           80             62             
TROY MUNICIPAL AIRPORT AL US                                118.6          31.86          -86.01         12 10 2023     0.58           71             40             
TROY MUNICIPAL AIRPORT AL US                                118.6          31.86          -86.01         12 11 2023     0.00           58             33             
TROY MUNICIPAL AIRPORT AL US                                118.6          31.86          -86.01         12 12 2023     0.00           64             30             
TROY MUNICIPAL AIRPORT AL US                                118.6          31.86          -86.01         12 13 2023     0.00           66             34             
TROY MUNICIPAL AIRPORT AL US                                118.6          31.86          -86.01         12 14 2023     0.00           66             43             
TROY MUNICIPAL AIRPORT AL US                                118.6          31.86          -86.01         12 15 2023     0.00           66             47             
TROY MUNICIPAL AIRPORT AL US                                118.6          31.86          -86.01         12 16 2023     0.02           64             49             
TROY MUNICIPAL AIRPORT AL US                                118.6          31.86          -86.01         12 17 2023     0.01           62             45             
TROY MUNICIPAL AIRPORT AL US                                118.6          31.86          -86.01         12 18 2023     0.00           63             40             
TROY MUNICIPAL AIRPORT AL US                                118.6          31.86          -86.01         12 19 2023     0.00           55             30             
TROY MUNICIPAL AIRPORT AL US                                118.6          31.86          -86.01         12 20 2023     0.00           57             28             
TROY MUNICIPAL AIRPORT AL US                                118.6          31.86          -86.01         12 21 2023     0.00           62             30             
TROY MUNICIPAL AIRPORT AL US                                118.6          31.86          -86.01         12 22 2023     0.00           70             38             
TROY MUNICIPAL AIRPORT AL US                                118.6          31.86          -86.01         12 23 2023     0.00           74             36             
TROY MUNICIPAL AIRPORT AL US                                118.6          31.86          -86.01         12 24 2023     0.14           71             47             
TROY MUNICIPAL AIRPORT AL US                                118.6          31.86          -86.01         12 25 2023     0.25           71             62             
TROY MUNICIPAL AIRPORT AL US                                118.6          31.86          -86.01         12 26 2023     0.00           62             45             
TROY MUNICIPAL AIRPORT AL US                                118.6          31.86          -86.01         12 28 2023     0.00           60             35             
TROY MUNICIPAL AIRPORT AL US                                118.6          31.86          -86.01         12 29 2023     0.00           54             33             
TROY MUNICIPAL AIRPORT AL US                                118.6          31.86          -86.01         12 30 2023     0.00           55             31             
TROY MUNICIPAL AIRPORT AL US                                118.6          31.86          -86.01         12 31 2023     0.00           64             28             
HANCEVILLE AL US                                            179.8          34.06          -86.79         12 16 2023     0.17           62             32             
HANCEVILLE AL US                                            179.8          34.06          -86.79         12 17 2023     0.02           54             37             
HANCEVILLE AL US                                            179.8          34.06          -86.79         12 18 2023     0.00           60             29             
HANCEVILLE AL US                                            179.8          34.06          -86.79         12 31 2023     0.00           39             27             
LAFAYETTE 2 W AL US                                         225.6          32.91          -85.43         12 26 2023     0.45           65             54             
LAFAYETTE 2 W AL US                                         225.6          32.91          -85.43         12 27 2023     0.00           56             35             
LAFAYETTE 2 W AL US                                         225.6          32.91          -85.43         12 28 2023     0.00           53             29             
LAFAYETTE 2 W AL US                                         225.6          32.91          -85.43         12 29 2023     0.00           54             30             
LAFAYETTE 2 W AL US                                         225.6          32.91          -85.43         12 30 2023     0.00           42             22             
LAFAYETTE 2 W AL US                                         225.6          32.91          -85.43         12 31 2023     0.00           49             23             
HEFLIN AL US                                                307.8          33.64          -85.61         12 01 2023     0.19           59             33             
HEFLIN AL US                                                307.8          33.64          -85.61         12 02 2023     0.01           64             51             
HEFLIN AL US                                                307.8          33.64          -85.61         12 03 2023     0.06           65             60             
HEFLIN AL US                                                307.8          33.64          -85.61         12 04 2023     0.00           69             38             
HEFLIN AL US                                                307.8          33.64          -85.61         12 05 2023     0.00           66             30             
HEFLIN AL US                                                307.8          33.64          -85.61         12 06 2023     0.00           59             38             
HEFLIN AL US                                                307.8          33.64          -85.61         12 07 2023     0.00           53             25             
HEFLIN AL US                                                307.8          33.64          -85.61         12 08 2023     0.00           57             30             
HEFLIN AL US                                                307.8          33.64          -85.61         12 09 2023     0.13           62             41             
HEFLIN AL US                                                307.8          33.64          -85.61         12 10 2023     0.43           65             56             
HEFLIN AL US                                                307.8          33.64          -85.61         12 11 2023     0.16           57             27             
HEFLIN AL US                                                307.8          33.64          -85.61         12 12 2023     0.00           50             24             
HEFLIN AL US                                                307.8          33.64          -85.61         12 13 2023     0.00           57             26             
HEFLIN AL US                                                307.8          33.64          -85.61         12 14 2023     0.00           59             28             
HEFLIN AL US                                                307.8          33.64          -85.61         12 15 2023     0.00           61             30             
HEFLIN AL US                                                307.8          33.64          -85.61         12 16 2023     0.00           61             34             
HEFLIN AL US                                                307.8          33.64          -85.61         12 17 2023     0.31           57             47             
HEFLIN AL US                                                307.8          33.64          -85.61         12 18 2023     0.04           51             38             
HEFLIN AL US                                                307.8          33.64          -85.61         12 19 2023     0.00           56             26             
HEFLIN AL US                                                307.8          33.64          -85.61         12 20 2023     0.00           47             22             
HEFLIN AL US                                                307.8          33.64          -85.61         12 21 2023     0.00           53             23             
HEFLIN AL US                                                307.8          33.64          -85.61         12 22 2023     0.00           56             31             
HEFLIN AL US                                                307.8          33.64          -85.61         12 23 2023     0.00           59             34             
HEFLIN AL US                                                307.8          33.64          -85.61         12 24 2023     0.00           67             39             
HEFLIN AL US                                                307.8          33.64          -85.61         12 25 2023     0.37           63             46             
HEFLIN AL US                                                307.8          33.64          -85.61         12 26 2023     1.13           63             46             
HEFLIN AL US                                                307.8          33.64          -85.61         12 27 2023     0.01           54             37             
HEFLIN AL US                                                307.8          33.64          -85.61         12 28 2023     0.00           58             34             
HEFLIN AL US                                                307.8          33.64          -85.61         12 29 2023     0.00           52             35             
HEFLIN AL US                                                307.8          33.64          -85.61         12 30 2023     0.00           45             35             
HEFLIN AL US                                                307.8          33.64          -85.61         12 31 2023     0.00           43             23             
TROY 2 W AL US                                              143.9          31.79          -86            12 01 2023     0.04           69             52             
TROY 2 W AL US                                              143.9          31.79          -86            12 02 2023     0.26           67             62             
TROY 2 W AL US                                              143.9          31.79          -86            12 03 2023     0.00           67             52             
TROY 2 W AL US                                              143.9          31.79          -86            12 04 2023     0.00           69             41             
TROY 2 W AL US                                              143.9          31.79          -86            12 05 2023     0.00           61             35             
TROY 2 W AL US                                              143.9          31.79          -86            12 06 2023     0.00           56             32             
TROY 2 W AL US                                              143.9          31.79          -86            12 07 2023     0.00           60             29             
TROY 2 W AL US                                              143.9          31.79          -86            12 08 2023     0.00           61             36             
TROY 2 W AL US                                              143.9          31.79          -86            12 09 2023     0.22           76             58             
TROY 2 W AL US                                              143.9          31.79          -86            12 10 2023     0.41           68             39             
TROY 2 W AL US                                              143.9          31.79          -86            12 11 2023     0.00           54             30             
TROY 2 W AL US                                              143.9          31.79          -86            12 12 2023     0.00           59             29             
TROY 2 W AL US                                              143.9          31.79          -86            12 13 2023     0.00           61             39             
TROY 2 W AL US                                              143.9          31.79          -86            12 14 2023     0.00           62             46             
TROY 2 W AL US                                              143.9          31.79          -86            12 15 2023     0.00           62             45             
TROY 2 W AL US                                              143.9          31.79          -86            12 16 2023     0.02           60             49             
TROY 2 W AL US                                              143.9          31.79          -86            12 17 2023     0.01           58             44             
TROY 2 W AL US                                              143.9          31.79          -86            12 18 2023     0.00           59             39             
TROY 2 W AL US                                              143.9          31.79          -86            12 19 2023     0.00           51             29             
TROY 2 W AL US                                              143.9          31.79          -86            12 20 2023     0.00           53             28             
TROY 2 W AL US                                              143.9          31.79          -86            12 21 2023     0.00           58             32             
TROY 2 W AL US                                              143.9          31.79          -86            12 22 2023     0.00           64             38             
TROY 2 W AL US                                              143.9          31.79          -86            12 23 2023     0.00           71             39             
TROY 2 W AL US                                              143.9          31.79          -86            12 24 2023     0.09           67             53             
TROY 2 W AL US                                              143.9          31.79          -86            12 25 2023     0.33           66             58             
TROY 2 W AL US                                              143.9          31.79          -86            12 26 2023     0.00           59             42             
TROY 2 W AL US                                              143.9          31.79          -86            12 27 2023     0.00           61             38             
TROY 2 W AL US                                              143.9          31.79          -86            12 28 2023     0.00           55             35             
TROY 2 W AL US                                              143.9          31.79          -86            12 29 2023     0.00           51             32             
TROY 2 W AL US                                              143.9          31.79          -86            12 30 2023     0.00           51             30             
TROY 2 W AL US                                              143.9          31.79          -86            12 31 2023     0.00           60             27             
BREWTON 3 NNE AL US                                         51.8           31.14          -87.05         12 01 2023     0.18           72             53             
BREWTON 3 NNE AL US                                         51.8           31.14          -87.05         12 02 2023     1.03           68             63             
BREWTON 3 NNE AL US                                         51.8           31.14          -87.05         12 03 2023     0.01           69             54             
BREWTON 3 NNE AL US                                         51.8           31.14          -87.05         12 04 2023     0.00           68             45             
BREWTON 3 NNE AL US                                         51.8           31.14          -87.05         12 05 2023     0.00           62             39             
BREWTON 3 NNE AL US                                         51.8           31.14          -87.05         12 06 2023     0.00           57             34             
BREWTON 3 NNE AL US                                         51.8           31.14          -87.05         12 07 2023     0.01           60             29             
BREWTON 3 NNE AL US                                         51.8           31.14          -87.05         12 08 2023     0.00           65             40             
BREWTON 3 NNE AL US                                         51.8           31.14          -87.05         12 09 2023     0.12           78             59             
BREWTON 3 NNE AL US                                         51.8           31.14          -87.05         12 10 2023     0.35           70             37             
BREWTON 3 NNE AL US                                         51.8           31.14          -87.05         12 11 2023     0.00           56             32             
BREWTON 3 NNE AL US                                         51.8           31.14          -87.05         12 12 2023     0.00           60             29             
BREWTON 3 NNE AL US                                         51.8           31.14          -87.05         12 13 2023     0.00           62             35             
BREWTON 3 NNE AL US                                         51.8           31.14          -87.05         12 14 2023     0.00           64             44             
BREWTON 3 NNE AL US                                         51.8           31.14          -87.05         12 15 2023     0.00           66             45             
BREWTON 3 NNE AL US                                         51.8           31.14          -87.05         12 16 2023     0.14           60             50             
BREWTON 3 NNE AL US                                         51.8           31.14          -87.05         12 17 2023     0.00           57             38             
